AUDIENCE,BIAS,MESSAGE,DESIGNATION,SOURCE,TEXT
constituency,neutral,personal,Representative ,facebook,"The Peace Corps celebrated its 53rd anniversary on March 1. More than 7,200 Peace Corps Volunteers are currently working to improve the lives of individuals and communities in 65 countries, including 15 from Georgiaâ€™s Fourth District. On behalf of the citizens of the Fourth District, I say thank you! http://www.peacecorps.gov/"
national,neutral,support,Representative ,facebook,My thanks go to out to the Capitol police for keeping us safe. My colleagues and I are grateful for all that they do.
constituency,neutral,other,Representative ,facebook,"Rep. Johnson held a meet and greet at City Hall in Snellville on Monday, Sept. 23."
constituency,neutral,information,Representative ,facebook,It was an honor to present Staff Sgt. Bostwick with his Purple Heart today: http://1.usa.gov/YGYJxU
national,neutral,information,Representative ,facebook,The Daily Signal has a great interview with Chairman Darrell Issa on where the Oversight committee's investigation into the IRS scandal stands. I'm committed to getting to the bottom of this.
national,neutral,attack,Representative ,facebook,"The federal government is ""closed"" today because of snow (our offices are still open!).  They give federal employees a paid holiday when it snows, but they want to cut immunizations for kids and furlough air traffic controllers to cut costs?"
constituency,neutral,media,Representative ,facebook,KODE/KSN reported on my local business tour in Southeast Kansas yesterday with State Senator Jake LaTurner. Take a look!
constituency,neutral,personal,Representative ,facebook,"As part of my continued efforts to listen to job creators and speak with local businesses, I toured Charloma Inc. in Burlington to learn about their company and  how they produce plastic molds."
national,neutral,policy,Representative ,facebook,Today my bill passed favorably out of the Ways and Means Committee to expand & update the child tax credit. Share if you believe our economy succeeds when #FamiliesSucceed.
national,partisan,policy,Representative ,facebook,This week I introduced legislation to update and expand the child tax credit to help parents keep more of their hard earned money to use for the mounting expenses of parenting. Take a look! 
national,partisan,attack,Representative ,facebook,"Uncertainty. That's the word I hear more than any other: uncertainty from more and more regulations, uncertainty about higher taxes, uncertainty about unstainable debt and the effects on our economy, and of course, uncertainty about the President's health care law. Hardworking Americans deserve better. They want fewer government mandates, more flexibility, and more certainty."
national,neutral,support,Representative ,facebook,"My latest weekly update is out! In this week's edition, I encourage folks to thank all those who have served this country this Veterans Day, discuss my efforts to protect Americans from ObamaCare and highlight my recent visits in the Second District."
national,neutral,media,Representative ,facebook,"It was really neat to visit the Jayhawk Theatre and Dillon House today, two projects working to revitalize downtown Topeka and create more jobs. It is so important to preserve these historical sites for future generations and Iâ€™m glad I had the opportunity to learn more about our State Theatre."
national,neutral,personal,Representative ,facebook,With David and Annette Jackson
national,neutral,personal,Representative ,facebook,Jackson's Greenhouse & Garden Center
national,neutral,support,Representative ,facebook,It was a pleasure visiting with Del Monte Foods employees in Topeka yesterday. It was great learning more about the history of the half million square foot facility and the products they make there.
national,partisan,policy,Representative ,facebook,"Wishing Nelson Mandela health on his 95th birthday. His work reminds us of the importance of supporting equal opportunities, encouraging each other to live in harmony, and protecting our freedoms. May he be an inspiration to all leaders."
national,neutral,personal,Representative ,facebook,"I enjoyed seeing folks in Iola, Kansas this morning at the Allen County Farm Bureau Coffee and Conversation Legislative Update. These are great meetings to hear about what is going on in your area on all levels of government."
national,neutral,policy,Representative ,facebook,I will be discussing the debt ceiling and today's votes on CNBC's Power Lunch. Tune in between 12:00 - 12:30pm CST if you are able!
national,neutral,support,Representative ,facebook,"The House will consider another disaster relief package for Sandy victims in upcoming days. I hope Congress will devise a plan to directly help Sandy victims that will be offset with spending reductions and be free of wasteful pork-barrel spending.   Congress has a responsibility to help disaster victims, but we also have a responsibility to taxpayers. Instead of rushing to pass an aid package further bankrupting an already insolvent program like the National Flood Insurance Program, I urge Congress to devise a reasonable and cost-effective disaster assistance program."
constituency,neutral,information,Representative ,facebook,It was great to meet with business leaders and community officials over coffee this morning in Gallipolis. We had a great discussion about the direction of our country and the business climate in Gallia County.
national,neutral,policy,Representative ,facebook,"Great speaking with students visiting the Capitol today from Steubenville High School.  What an engaging and enthusiastic group of young people!  I always enjoy meeting with them and hearing their views on our state, current affairs, and our federal government.  They left me very encouraged, because it is clear they are as passionate about Americaâ€™s future as I am."
